PRECISION, RECALL
1.0, 0.0
1.0, 0.011363636363636364
0.5, 0.011363636363636364
0.3333333333333333, 0.011363636363636364
0.25, 0.011363636363636364
0.25, 0.022727272727272728
0.25, 0.022727272727272728
0.25, 0.03409090909090909
0.25, 0.03409090909090909
0.25, 0.045454545454545456
0.25, 0.045454545454545456
0.25, 0.056818181818181816
0.25, 0.056818181818181816
0.25, 0.056818181818181816
0.25, 0.056818181818181816
0.25, 0.056818181818181816
0.25, 0.06818181818181818
0.25, 0.07954545454545454
0.25, 0.09090909090909091
0.25, 0.10227272727272728
0.25, 0.11363636363636363
0.25, 0.125
0.25, 0.125
0.25, 0.13636363636363635
0.25, 0.14772727272727273
0.25, 0.1590909090909091
0.25, 0.17045454545454544
0.25, 0.17045454545454544
0.25, 0.18181818181818182
0.25, 0.19318181818181818
0.25, 0.20454545454545456
0.25, 0.20454545454545456
0.25, 0.2159090909090909
0.25, 0.22727272727272727
0.25, 0.23863636363636365
0.25, 0.23863636363636365
0.25, 0.23863636363636365
0.25, 0.25
0.25, 0.25
0.25, 0.26136363636363635
0.25, 0.26136363636363635
0.25, 0.26136363636363635
0.25, 0.2727272727272727
0.25, 0.2727272727272727
0.25, 0.2840909090909091
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.29545454545454547
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3068181818181818
0.25, 0.3181818181818182
0.25, 0.3181818181818182
0.25, 0.3181818181818182
0.25, 0.3181818181818182
0.25, 0.3181818181818182
0.25, 0.32954545454545453
0.25, 0.32954545454545453
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3409090909090909
0.25, 0.3522727272727273
0.25, 0.3522727272727273
0.25, 0.3522727272727273
0.25, 0.3522727272727273
0.25, 0.3522727272727273
0.25, 0.36363636363636365
0.25, 0.36363636363636365
0.25, 0.36363636363636365
0.25, 0.36363636363636365
0.25, 0.375
0.25, 0.38636363636363635
0.25, 0.3977272727272727
0.25, 0.4090909090909091
0.25, 0.42045454545454547
0.25, 0.4318181818181818
0.25, 0.4431818181818182
0.25, 0.45454545454545453
0.25, 0.45454545454545453
0.25, 0.4659090909090909
0.25, 0.4659090909090909
0.25, 0.4659090909090909
0.25, 0.4659090909090909
0.25, 0.4659090909090909
0.25, 0.4772727272727273
0.25, 0.48863636363636365
0.25, 0.48863636363636365
0.25, 0.5
0.25, 0.5113636363636364
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5227272727272727
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5340909090909091
0.25, 0.5454545454545454
0.25, 0.5568181818181818
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5681818181818182
0.25, 0.5795454545454546
0.25, 0.5909090909090909
0.25, 0.5909090909090909
0.25, 0.6022727272727273
0.25, 0.6136363636363636
0.25, 0.625
0.25, 0.625
0.25, 0.6363636363636364
0.25, 0.6363636363636364
0.25, 0.6477272727272727
0.25, 0.6590909090909091
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6704545454545454
0.25, 0.6818181818181818
0.25, 0.6818181818181818
0.25, 0.6818181818181818
0.25, 0.6931818181818182
0.25, 0.6931818181818182
0.25, 0.7045454545454546
0.25, 0.7159090909090909
0.25, 0.7272727272727273
0.25, 0.7272727272727273
0.25, 0.7386363636363636
0.25, 0.7386363636363636
0.25, 0.7386363636363636
0.25, 0.75
0.25, 0.7613636363636364
0.25, 0.7727272727272727
0.25, 0.7840909090909091
0.25, 0.7954545454545454
0.25, 0.7954545454545454
0.25, 0.7954545454545454
0.25, 0.7954545454545454
0.25, 0.8068181818181818
0.25, 0.8068181818181818
0.25, 0.8068181818181818
0.25, 0.8181818181818182
0.25, 0.8295454545454546
0.25, 0.8295454545454546
0.25, 0.8295454545454546
0.25, 0.8295454545454546
0.25, 0.8409090909090909
0.25, 0.8409090909090909
0.25, 0.8409090909090909
0.25, 0.8522727272727273
0.25, 0.8522727272727273
0.25, 0.8636363636363636
0.25, 0.8636363636363636
0.25, 0.8636363636363636
0.25, 0.8636363636363636
0.25, 0.875
0.25, 0.8863636363636364
0.25, 0.8977272727272727
0.25, 0.9090909090909091
0.25, 0.9204545454545454
0.25, 0.9204545454545454
0.25, 0.9204545454545454
0.25, 0.9204545454545454
0.25, 0.9318181818181818
