PRECISION, RECALL
1.0, 0.0
1.0, 0.014705882352941176
1.0, 0.029411764705882353
0.6666666666666666, 0.029411764705882353
0.5, 0.029411764705882353
0.5, 0.04411764705882353
0.5, 0.058823529411764705
0.5, 0.058823529411764705
0.5, 0.058823529411764705
0.4444444444444444, 0.058823529411764705
0.4, 0.058823529411764705
0.4, 0.07352941176470588
0.4, 0.08823529411764706
0.4, 0.10294117647058823
0.4, 0.10294117647058823
0.4, 0.10294117647058823
0.4, 0.10294117647058823
0.4, 0.11764705882352941
0.4, 0.1323529411764706
0.4, 0.14705882352941177
0.4, 0.16176470588235295
0.4, 0.16176470588235295
0.4, 0.16176470588235295
0.4, 0.17647058823529413
0.4, 0.17647058823529413
0.4, 0.19117647058823528
0.4, 0.19117647058823528
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.20588235294117646
0.4, 0.22058823529411764
0.4, 0.22058823529411764
0.4, 0.23529411764705882
0.4, 0.25
0.4, 0.2647058823529412
0.4, 0.27941176470588236
0.4, 0.29411764705882354
0.4, 0.29411764705882354
0.4, 0.29411764705882354
0.4, 0.3088235294117647
0.4, 0.3088235294117647
0.4, 0.3088235294117647
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.4, 0.3235294117647059
0.39285714285714285, 0.3235294117647059
0.39285714285714285, 0.3382352941176471
0.39285714285714285, 0.3382352941176471
0.3898305084745763, 0.3382352941176471
0.3898305084745763, 0.35294117647058826
0.3898305084745763, 0.35294117647058826
0.3870967741935484, 0.35294117647058826
0.3870967741935484, 0.36764705882352944
0.3870967741935484, 0.36764705882352944
0.3870967741935484, 0.38235294117647056
0.3870967741935484, 0.38235294117647056
0.3870967741935484, 0.39705882352941174
0.3870967741935484, 0.4117647058823529
0.3870967741935484, 0.4117647058823529
0.3870967741935484, 0.4117647058823529
0.3870967741935484, 0.4117647058823529
0.3870967741935484, 0.4117647058823529
0.3870967741935484, 0.4264705882352941
0.3870967741935484, 0.4411764705882353
0.3870967741935484, 0.45588235294117646
0.3870967741935484, 0.45588235294117646
0.3870967741935484, 0.45588235294117646
0.3870967741935484, 0.45588235294117646
0.3870967741935484, 0.45588235294117646
0.3870967741935484, 0.47058823529411764
0.3870967741935484, 0.47058823529411764
0.3870967741935484, 0.47058823529411764
0.3855421686746988, 0.47058823529411764
0.38095238095238093, 0.47058823529411764
0.3764705882352941, 0.47058823529411764
0.37209302325581395, 0.47058823529411764
0.367816091954023, 0.47058823529411764
0.367816091954023, 0.4852941176470588
0.367816091954023, 0.4852941176470588
0.36666666666666664, 0.4852941176470588
0.3626373626373626, 0.4852941176470588
0.3626373626373626, 0.5
0.3626373626373626, 0.5
0.3617021276595745, 0.5
0.3617021276595745, 0.5147058823529411
0.3617021276595745, 0.5147058823529411
0.3617021276595745, 0.5294117647058824
0.3617021276595745, 0.5294117647058824
0.3617021276595745, 0.5441176470588235
0.3617021276595745, 0.5588235294117647
0.3617021276595745, 0.5735294117647058
0.3617021276595745, 0.5882352941176471
0.3617021276595745, 0.6029411764705882
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6176470588235294
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.3617021276595745, 0.6323529411764706
0.36134453781512604, 0.6323529411764706
0.35833333333333334, 0.6323529411764706
0.35537190082644626, 0.6323529411764706
0.3524590163934426, 0.6323529411764706
0.34959349593495936, 0.6323529411764706
0.3467741935483871, 0.6323529411764706
0.3467741935483871, 0.6470588235294118
0.3467741935483871, 0.6470588235294118
0.3464566929133858, 0.6470588235294118
0.34375, 0.6470588235294118
0.34108527131782945, 0.6470588235294118
0.3384615384615385, 0.6470588235294118
0.3384615384615385, 0.6617647058823529
0.3384615384615385, 0.6764705882352942
0.3384615384615385, 0.6911764705882353
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3384615384615385, 0.7058823529411765
0.3380281690140845, 0.7058823529411765
0.3356643356643357, 0.7058823529411765
0.3333333333333333, 0.7058823529411765
0.3310344827586207, 0.7058823529411765
0.3287671232876712, 0.7058823529411765
0.32653061224489793, 0.7058823529411765
0.32432432432432434, 0.7058823529411765
0.32432432432432434, 0.7205882352941176
0.32432432432432434, 0.7352941176470589
0.32432432432432434, 0.75
0.32432432432432434, 0.75
0.32432432432432434, 0.75
0.32432432432432434, 0.75
0.32432432432432434, 0.7647058823529411
0.32432432432432434, 0.7647058823529411
0.32432432432432434, 0.7647058823529411
0.32432432432432434, 0.7647058823529411
0.32432432432432434, 0.7794117647058824
0.32432432432432434, 0.7941176470588235
0.32432432432432434, 0.7941176470588235
0.32432432432432434, 0.7941176470588235
0.32432432432432434, 0.7941176470588235
0.32432432432432434, 0.8088235294117647
0.32432432432432434, 0.8235294117647058
0.32432432432432434, 0.8382352941176471
0.32432432432432434, 0.8382352941176471
0.32432432432432434, 0.8382352941176471
0.32432432432432434, 0.8529411764705882
0.32432432432432434, 0.8529411764705882
0.32432432432432434, 0.8529411764705882
0.32432432432432434, 0.8676470588235294
0.32432432432432434, 0.8676470588235294
0.32432432432432434, 0.8823529411764706
0.32432432432432434, 0.8823529411764706
0.32432432432432434, 0.8823529411764706
0.32432432432432434, 0.8823529411764706
0.32432432432432434, 0.8823529411764706
0.32432432432432434, 0.8970588235294118
0.32432432432432434, 0.8970588235294118
0.32432432432432434, 0.8970588235294118
0.32432432432432434, 0.8970588235294118
0.32432432432432434, 0.9117647058823529
0.32432432432432434, 0.9117647058823529
0.32432432432432434, 0.9117647058823529
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.32432432432432434, 0.9264705882352942
0.3230769230769231, 0.9264705882352942
0.32142857142857145, 0.9264705882352942
0.3197969543147208, 0.9264705882352942
0.3181818181818182, 0.9264705882352942
0.3165829145728643, 0.9264705882352942
0.315, 0.9264705882352942
0.31343283582089554, 0.9264705882352942
0.3118811881188119, 0.9264705882352942
0.3103448275862069, 0.9264705882352942
0.3088235294117647, 0.9264705882352942
0.3073170731707317, 0.9264705882352942
0.3058252427184466, 0.9264705882352942
0.30434782608695654, 0.9264705882352942
0.30288461538461536, 0.9264705882352942
0.3014354066985646, 0.9264705882352942
0.3014354066985646, 0.9411764705882353
0.3014354066985646, 0.9411764705882353
0.3014354066985646, 0.9558823529411765
0.3014354066985646, 0.9558823529411765
0.3014354066985646, 0.9558823529411765
0.3014354066985646, 0.9558823529411765
0.30092592592592593, 0.9558823529411765
0.2995391705069124, 0.9558823529411765
0.2981651376146789, 0.9558823529411765
0.2968036529680365, 0.9558823529411765
0.29545454545454547, 0.9558823529411765
0.29411764705882354, 0.9558823529411765
0.29411764705882354, 0.9705882352941176
0.29411764705882354, 0.9852941176470589
0.29411764705882354, 0.9852941176470589
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29411764705882354, 1.0
0.29310344827586204, 1.0
0.2918454935622318, 1.0
0.2905982905982906, 1.0
0.28936170212765955, 1.0
0.288135593220339, 1.0
0.2869198312236287, 1.0
0.2857142857142857, 1.0
0.28451882845188287, 1.0
0.2833333333333333, 1.0
0.2821576763485477, 1.0
0.2809917355371901, 1.0
0.27983539094650206, 1.0
0.2786885245901639, 1.0
0.27755102040816326, 1.0
0.2764227642276423, 1.0
0.27530364372469635, 1.0
0.27419354838709675, 1.0
0.27309236947791166, 1.0
0.272, 1.0
0.27091633466135456, 1.0
0.2698412698412698, 1.0
0.26877470355731226, 1.0
0.2677165354330709, 1.0
0.26666666666666666, 1.0
0.265625, 1.0
0.26459143968871596, 1.0
0.26356589147286824, 1.0
0.2625482625482625, 1.0
0.26153846153846155, 1.0
0.26053639846743293, 1.0
0.2595419847328244, 1.0
0.2585551330798479, 1.0
0.25757575757575757, 1.0
0.25660377358490566, 1.0
0.2556390977443609, 1.0
0.2546816479400749, 1.0
0.2537313432835821, 1.0
0.2527881040892193, 1.0
0.2518518518518518, 1.0
0.25092250922509224, 1.0
0.25, 1.0
0.2490842490842491, 1.0
0.24817518248175183, 1.0
0.24727272727272728, 1.0
0.2463768115942029, 1.0
0.24548736462093862, 1.0
0.2446043165467626, 1.0
0.24372759856630824, 1.0
0.24285714285714285, 1.0
0.24199288256227758, 1.0
0.24113475177304963, 1.0
0.24028268551236748, 1.0
0.23943661971830985, 1.0
0.23859649122807017, 1.0
0.23776223776223776, 1.0
0.23693379790940766, 1.0
0.2361111111111111, 1.0
0.23529411764705882, 1.0
